Post URL,Primary Hashtag,Username,Caption,Top Comments,Scam?,Notes/Flag
https://www.tiktok.com/t/ZTkFw7xDy/,#kindpatches,@laurenlaysitout,Sit down listen up.. they WERK #kindpatches #debuff #biohacking #snatched #metabolismboost @Kind Patches USA,Kind patches USA with a blue tick is that the correct site  Creator: Yes ma'am! | b vitamins cant permeate the skin barrier (7 likes) | These help with the bloat but I never lost weight...They slightly helped with food noise but these weren't a cure all. We need more HONEST reviews. (223 likes),Yes,"Sponsored post for Kind Patches berberine patches (115K sold). Creator insists the product works and frames skepticism as user error. Comment correctly notes B vitamins can't permeate the skin barrier. Another honest reviewer (223 likes) reports no weight loss. ""Holistic Biohacker""  no credentials."
https://www.tiktok.com/t/ZTkFwbWao/,#tiktokshopcreatorpicks,@twinsales_,Trying to lose weight but feel stuck? Keto Burner helps your body switch into burn mode faster. #tiktokshopcreatorpicks #fyp #weightlossjourney #fatburner #ketoburner,let's see that guy bro.. don't look like it's working  Creator: It do work actually!,Yes,"TikTok Shop affiliate for Keto Burner. Claims product helps body ""switch into burn mode"" and ""uses fat for fuel""  pseudoscientific framing. No credentials. Fourth affiliate in the Keto Burn network."
https://www.tiktok.com/t/ZTkFKemSk/,#fyp,@findsbychris_,Get right before summertime#fyp #debloat #looksmax #debloating,"How long?  Creator: Depends how hard you work, 3-6 months is reasonable! | Adds to cart | James 4:8",Yes,"TikTok Shop affiliate (67% off) for same Keto Burn (27.1K sold). ""POV: You took keto Burn seriously""  body transformation implication. 5,768 followers. Account is an affiliate deal-aggregator (""Best Finds & Deals on TikTok Shop"")."
https://www.tiktok.com/t/ZTkFKe2o8/,#ketolife,@welearn2earn,Keto Burn offers 1200mg per serving with ingredients meant for those following a ketogenic lifestyle. #ketolife #HealthAndWellnessDeals #tiktokshopblackfriday,Does it work.???? | Bro | Nahh where the warehouse videos at | Look like quick with son,Yes,"TikTok Shop deal aggregator. Pushes same Keto Burn with discount urgency (""I hope you didn't buy this cause it just went on sale""). No credentials. Sixth account in dataset pushing this one supplement product."
https://www.tiktok.com/t/ZTkFw7VaD/,#transformation,@amyinhalf,I trust @JoinFridays for all things GLP. Highly recommend if you've been thinking about a GLP or switching providerrrs. Code: AMYINHALF #transformation #fridayspartner #transformationchallenge,"And bone loss , liver problems , hair loss , and ed (1,996 likes) | The legs look crazy (450 likes) | Yeah no there is definitely side effects. This ad weird (3,679 likes)",No,"Sponsored ad for JoinFridays, a GLP-1 telehealth provider  a legitimate prescription medication service. The concern here is the caption dismissively frames ""people say ozempic has side effects"" while top comment (3,679 likes) calls out that the ad is weird and side effects are real. Not outright fraud but ethically questionable ad framing."
https://www.tiktok.com/t/ZTkFKk4K5/,#fyp,@reco_thingss,"Detox Water with Cucumber & Lemon in a transparent glass bottle  A simple sip for glowing skin, a slimmer waist, and a healthier heart. #fyp #viral #trending #detoxwater #clearskin #acnetreatment #healthy","My first try (photo, 51 likes) | how many days can keep this bottle of detox water once make it (11 likes) | i'll be honest......it looks good and refreshing but it does not taste good",Yes,"Claims cucumber lemon water causes: slim waist, fights acne, lowers blood pressure, healthier heart. No credentials. Recipe itself is harmless but the medical claims are false. Potentially dangerous if someone uses this instead of actual treatment for blood pressure."
https://www.tiktok.com/t/ZTkFKCfK9/,#fyp,@tobi_ojora,Part 1 | My favourite debloating / detoxing / metabolism boosting hack  Leave the fruits to properly infused overnight and then drink! #fyp #detoxwater,Am I the only one who gets bloated after drinking water? (688 likes)  Creator: You might be drinking too quickly (swallowing too much water) or sodium intake too high (99 likes) | Can i do IT whitout chia seeds cuz we dont have these (32 likes) | will we even loose weight within 1 week?,No,"DIY infused water recipe (cucumber, lemon, chia seeds). Uses ""detox"" and ""metabolism boosting"" buzzwords but framed as a personal favorite hack, not a medical claim. Not selling anything. Gives practical hydration advice. Trendy wellness language without extreme claims."
https://www.tiktok.com/t/ZTkFKDsyC/,#skincare,@kainatvibes,Skin Glow like never Before(Guaranted Result in 30days) Try in take of 3 litre atleast daily for better result  Best water to detoxify your body  Best for hormonal acne and dull skin #skincare #detox #detoxwater #glowingskin,full recipe please (5 likes) | ye Chia seeds Daly Hein (3 likes) | sis es sy weight to loss ni Hoga na??? (15 likes) | about irrgular periods koi receipe bta dy (11 likes),Yes,"Claims ""Guaranteed Result in 30days"" for skin glowing water. ""Best for hormonal acne""  unsubstantiated. No credentials (Beauty/Lifestyle UGC Creator). Comments show people asking about weight loss and irregular periods, suggesting broader expectations from a water recipe."
https://www.tiktok.com/t/ZTkFKkcvU/,#health,@mandanazarghami,"one of my favorite morning wellness supplements to include is sea moss gel. this is great for your gut health, skin health and digestive health. 1-2tbsps on empty stomach before breakfast #health #wellness #guthealth #skinhealth #womenshealth",True sea moss is the bestttt taking one! (4 likes) | Where do I find sea moss? | Where do you get this specific brand? (6 likes)  Reply: From Sprouts :) (11 likes) | Is it good to eat on an empty stomach when...,No,"Recommends sea moss gel for gut and skin health  moderate claims, no extreme language. When asked where to buy, says ""From Sprouts"" (grocery store), not an affiliate link. No product being sold. 467K followers. Reasonable wellness content."
https://www.tiktok.com/t/ZTkFKQJWX/,#trueseamoss,@glaamshoppe,The True Sea Moss Gel is on sale!! #trueseamoss #seamossbenefits #tiktokshopblackfriday #tiktokshopcybermonday #seamossgel,|  |,No,"Sponsored ad for True Sea Moss 2-Bottle Bundle (TikTok Shop, 4.7, 7114 sold). Sea moss has actual nutritional value. Caption uses general wellness language without extreme claims. ""FLASH SALE TODAY"" creates urgency but product is legitimate."
https://www.tiktok.com/t/ZTkFKCYLc/,#seamoss,@tatawalata3lol,I'm actually obsessed with this stuff  #seamoss #seamossgel #guthealth #minerals #tiktokshop #sale #ttsacl #fypage #health,"I feel like people should be properly measuring the 2 tablespoons with an actual measuring spoon, not an eating spoon. sea moss is high iodine. be careful  (203 likes) | wait only a week i got it two days ago but im scared (23 likes) | Does it taste fishy?! (31 likes)",No,"TikTok Shop affiliate for TrueSeaMoss Gel (4.6, 12.3K reviews, 114.5K sold). Moderate claims (""helps clear skin and gut health""). Importantly, top comment (203 likes) warns about iodine content  community awareness present. Transparent affiliate for a legitimate (if overhyped) wellness product."
https://www.tiktok.com/t/ZTkFK5kBu/,#healingwithfood,@madelinemary__,I highly recomend everyone takes these daily due to the world we live in! Grab yours at top of my page #healingwithfood #healingtiktok #HealingJourney #heavymetal #heavymetals #heavymetaldetox #heavymetaldetoxification,"The best, safe heavy metal detox is 100% natural Zeolite Pure Micronized Powder! (2 likes) | How do you open pathways before detoxing? (6 likes) | How do you know it's working? Or if it's just a placebo pushed for money.. | Would this be okay for my two year old? (3 likes)",Yes,"Claims ""HEAVY METALS ARE HARMING OUR HEALTH""  fear-based opening. Sells detox products via profile link. No credentials (bio: ""mind, body, soul healing""). Comments promote zeolite. Real heavy metal poisoning requires medical chelation therapy, not detox products."
https://www.tiktok.com/t/ZTkFKud2F/,#holistichormonehealth,@leah_brueg,You have to build your body up before jumping into a detox #holistichormonehealth #zeolitedetox #heavymetaldetox #fertility #hormonehealth #balancinghormones naturally,"thanks for telling them...detoxing is a process...start with liver and kidney detox, then other steps, heavy metal is final step (154 likes) | nope full speed ahead (506 likes) | So.....what are the steps we need to take before doing detox then??? (182 likes) | do we still take iron pills",Yes,"FDN-P and NLP Practitioner credentials  neither is a licensed medical credential. Self-diagnoses ""heavy metals"" without testing. Runs ""Raise Progesterone naturally"" masterclass. Zeolite detox is not evidence-based. 320.3K followers making specific hormonal recommendations without medical license."
https://www.tiktok.com/t/ZTkFKUq1M/,#cilantro,@madelinemary__,One bunch of cilantro a day! #cilantro #vitiligo #HealingJourney #foodismedicine #foodisfuel #healing #healingtiktok #chronicillness #guthealth #vitiligocheck,I have always CRAVED cilantro. I think my body knew how to heal itself without me even knowing (195 likes) | Do you need a binder for this? Or is cilantro itself fine? | How much cilantro would be ideal serving for detox (9 likes)  Creator: Any amount is beneficial! Start slow because it's healing. I add bunch to each meal!,Yes,Same creator as post #54. Claims eating cilantro daily detoxes heavy metals  pseudoscience. Some chelation research exists on cilantro compounds but eating bunches daily is not an evidence-based treatment. Targets #chronicillness and #vitiligo communities.
https://www.tiktok.com/t/ZTkFKDJ5C/,#heavymetal,@naturalwnatalie,"Part 12 | mighnight heavy metal serox smoothie pt 2... everyone comes in contact with heavy metals, they've been snuck into all our products, air, water, so make this smoothie everyday to remove buildup in your system!!! #heavymetal #heavymetaldetox #heavymetaldetoxsmoothie #medicalmedium",Love medical medium! Got me on that celery juice grind (9 likes)  Creator: YES | I find it weird he suggests smoothies. Smoothies are HORRIBLE for your brain health. Amount of sugar insane (2 likes)  Creator: Idk!! It rly helped me tho,Yes,"Promotes ""heavy metal detox smoothie."" References #medicalmedium, Anthony William, who claims to receive health information from a spirit. Fear-based framing (toxins in ""all our products, air, water""). Yoga instructor, no medical credentials."
https://www.tiktok.com/t/ZTkFKFoJD/,#HerpesDetox,@nuvitallife,#CapCut #NuVitalLife #HerpesDetox #heavymetaldetox #heavymetals,Where are you getting your herbs? (38 likes) | How consistent should be take this tea to be detoxed from heavy metals? (19 likes) | Is this ok for children to drink? (11 likes) | I have mucus every where what can I use,Yes,"Promotes ""Heavy Metal Detox Tea."" No credentials (""Herbal Wellness Storyteller""). Notably, a commenter asks if the tea is safe for children  no response from creator visible. Also uses #HerpesDetox, implying herbal tea can address a viral infection requiring antiviral medication."
https://www.tiktok.com/t/ZTkFKQrXE/,#cellulite,@adelemarchant,Replying to flo how I reduced my cellulite by 90% with fascia massage #cellulite #cellulitereduction #cellulitetips #celluliteremoval #fasciablasting,ive loved my results of fascia blasting never changed even after years (35 likes) | I have same fascia massager. It makes me itch on body parts I use it on. Does it do that to you too? (4 likes) | Does it make anyone else feel nauseous? Why?!? (417 likes) | My mom does this professionally!! Do not do it in circular motion it's can tangle your facia,No,"DIY fascia massage for cellulite. Caption includes a disclaimer that creator is not a doctor. Not selling products. Fascia massage has some basis in physical therapy practice, though evidence for cellulite reduction is limited. Responsible framing throughout."
https://www.tiktok.com/t/ZTkFKkkVq/,#cellulitereduction,@ilylinds,the suction on this thing is actually insane  #cellulitereduction #cellulitetool #cellulitemassager #beautytools #SelfCare,Does this work? Looks a bit painful  (13 likes) | How do you charge it? | it hurts y'all. phew. (2 likes) | It works .! But my legs are bruised after each treatment,No,"TikTok Shop affiliate for an anti-cellulite massager. ""Nobody: me: sucking my cellulite away""  humorous tone. Comments include honest reports of pain and bruising. Transparent product review. Not making extreme health claims."
https://www.tiktok.com/t/ZTkFKh7KR/,#cellulitemassager,@bodybydesaunique,Do not waste money on another cellulite product if you're not addressing lymphatic stagnation and fascia tightness. Cellulite forms when fluid and toxins get trapped beneath skin #cellulitemassager #cellulitereduction #lymphaticdrainage #smoothskin #bloatingrelief,Google says cellulite is fat nowhere does it say it's fluids (5 likes)  Creator: Water retention is 100% a major contributor to cellulite- research | I bought mine and it shocks me LMAO (9 likes)  Creator: Are you using oil | Hello why mine very painful,Yes,"Claims ""fluid and toxins get trapped beneath skin"" to explain cellulite  that's false (cellulite is fat herniation through connective tissue). When a commenter says ""Google says cellulite is fat,"" creator misleadingly says ""Water retention is 100% contributor"" rather than correcting themselves. TikTok Shop affiliate (49.2K sold). Bio: ""#1 Premium Online Body Sculpting Academy""  no credentials."
https://www.tiktok.com/t/ZTkFKMK2e/,#cellulite,@ms_jackson1733_,Part 1 | Replying to Nads Ladies if you're insecure about your cellulite ladies try this & tag me in your results,"It worked for me. Used lymphatic shower brush, saw changes after a month (81 likes) | I'm tired of buying stuff that don't work (579 likes) | This did not work. Used the whole bottle (61 likes)",Yes,"TikTok Shop affiliate for M3 Anti Cellulite Oil (315.2K sold). Targets body insecurity directly. Multiple comments confirm the product didn't work. Topical oil cannot eliminate cellulite, which is a structural fat issue."
https://www.tiktok.com/t/ZTkFKarxX/,#cellulitetips,@louveaderm,Models gatekeeping this... oops,cellulite is cute so no thanks (974 likes) | U can't get rid of cellulite btw (64 likes) | what's cellulite (95 likes) | me and my cellulite against the world (132 likes),Yes,"Brand account for an electric cellulite device. Other videos on the account claim ""reduced thigh cellulite by 90%""  an extreme quantified claim with no backing. Aspirational ""models gatekeeping"" framing. 1,625 followers, small but consistent in false claims."
https://www.tiktok.com/t/ZTkFKCNTd/,#celluliteroller,@shoppinghacksgirl,"Smooth legs, better circulation, and real resultsthis roller targets cellulite, supports lymphatic drainage, and feels like a deep tissue massage at home. Use daily and thank me later.","I'd get that to scratch (66 likes) | Great another thing I gotta buy, 'a few minutes a day' (142 likes) | This looks exactly like a giant dyson filter cleaner (956 likes)",Yes,"TikTok Shop affiliate, self-described ""top 1% tt shop affiliate."" Sells cellulite roller with claims it can ""fully drain the lymph in your legs""  pseudoscientific lymphatic drainage framing. No credentials. Urgency from 54% price drop."
https://www.tiktok.com/t/ZTkFKXA3p/,#bellyfat,@marianasmithauthor,How to lose belly fat  compares chia seed drink vs ACV/turmeric/black pepper drink,Basil seeds are  (85 likes) | I feel bloated when I started drinking water with chia seeds (69 likes) | Can I mix chia and basil seeds together (2 likes) | how to lose face fat? (9 likes),Yes,"Caption hedges (""neither drink directly burns belly fat"") but the hook framing is ""How to lose belly fat."" Account pattern is more concerning: paid subscription for ""The Skinny Private Club,"" ""brainwash yourself until you become skinny"" content, ""Skinny secrets"" playlist. Monetizes insecurity without selling a supplement directly."
https://www.tiktok.com/t/ZTkFKnWsy/,#fyp,@gvibes.j,"Part 5 | And we making progress, thanks to this oil  #fyp #explorepage #castoroil #selfcaretips #castoroilbenefits",Yall be doing any damn thing this here internet tell you to do  (619 likes) | what about jamaican castor oil (7 likes) | And it really work doe (393 likes),Yes,"Claims applying castor oil to the belly button burns belly fat  no physiological basis for this whatsoever. ""Day 99"" repetition format builds false credibility. TikTok Shop affiliate for castor oil (239.8K sold). Top comment (619 likes) is a direct callout. Account also posts ""bleaching skin clears dark spots"" content  pattern of unsubstantiated body claims."
https://www.tiktok.com/t/ZTkFKvVMo/,#healthtips,@nourishwellness6688,Number 1 Drink to burn belly fat #healthtips #healthylifestyle #health,Chia seeds make you bloated (70 likes) | Chia seeds it's work for me I love it (159 likes) | Warm or cold water with Chia seeds (24 likes) | is chia seeds good for pregnant women (5 likes),Yes,"Filmed in surgical scrubs in an OR-adjacent setting  borrows medical aesthetic without naming credentials, hospital, or specialty. Direct fat-burning claim with before/after belly graphic. Account posts sensationalist health content: ""Remove Sugar From Veins,"" ""Number One Treatment For Chronic Knee Pain."" Content farm pattern."
https://www.tiktok.com/t/ZTkFKwst4/,#BellyFatBurner,@healthy.organic.secret,Did you knew this recipe?  For educational purposes only. Not medical advice.,"Reviews to come. My pouch is 35 inches, will report in 3 days and 7. Wishing us all good luck! (21 likes) | I wanna lose 100 pounds (0 likes) | yes I need more (0 likes) | 20 lbs plzzzz (2 likes)",Yes,"Burn belly fat in 3 days without diets  extreme timeline. ""For educational purposes only, not medical advice"" disclaimer in caption doesn't neutralize the false title claim. Same fake doctor aesthetic as post #67 (scrubs, no name/hospital). Monetizes via free ebook + subscription. Comments show people measuring waists hoping for 100 lb losses."
https://www.tiktok.com/t/ZTkFKw9tG/,#wellnesstok,@glowith.vee,Find me with no waist... #wellnesstok #motivation #Fitness #oxyshred,"Pair this up with a clean diet, slight caloric deficit, cardio, and good split. Will have y'all looking soooo good (1,454 likes) | I'm officially down 27lbs catch me in premmie clothes summer 2025 (3,337 likes) | does it really work? cus if I drink this and dont lose anything ima be tight lmao (1,352 likes)",Yes,"Sponsored post for EHPlabs OxyShred. Calls it ""skinny juice 3000""  implies weight loss from a pre-workout, which is misleading. Pre-workouts don't cause fat loss. Sponsored label is present but the core framing is still deceptive. Top comment (1,454 likes) correctly notes diet and cardio are what actually produce results."
https://www.tiktok.com/t/ZTkFKngbH/,#guthealth,@ashbro0ks,from hiding under hoodies to feeling confident in my skin again,I only take the digestive enzymes and it works really wonders for me (37 likes) | I just bought it hopefully it'll help cuz I've had horrible gut health since i was a teen (743 likes) | These work so well actually (32 likes) | Guys it worth it!!!! (21 likes),Yes,"TikTok Shop affiliate for a vague ""Gut Health Bundle"" (138.6K sold). ""From hiding under hoodies to feeling confident""  implies supplement caused the transformation. No credentials, no disclaimers. Comments include people with chronic gut conditions asking if it'll help them. Profile shows a pattern of supplement promotion with body transformation claims."
https://www.tiktok.com/t/ZTkFEeeK1/,#nutrition,@nutritionbabe,"Get the Daily Ontra (link in bio) for your daily dose of exactly what you need to hear  no fluff, no guesswork. Promotes The Daily Ontra subscription program (Optimized Nutrition, Thoughts, Results & Actions).","Been doing this for a while but actually didn't realize how effective it is (53 likes) | I love eating the same meals it makes it so much easier to remember (55 likes) | Love the tips! (1 like) | Wow you look amazing, food noise was my biggest problem (5 likes)",No,"MS, RD  licensed nutrition professional. Verified account, 2M followers. Clickbait title (""Lazy Ways to Lose Weight For Free"") but actual content is a structured nutrition coaching subscription, not a supplement or pseudoscience product. No detox language, no unrealistic timelines."
https://www.tiktok.com/t/ZTkFKXrVB/,#holistichealthcoach,@thecarolinalifestyle,Things I'll never do as Holistic Health Coach  #holistichealthcoach #womenshealthcoach #womenshealthtips #womensnutritiontips #holistichealth #hormoneimbalance,"Not me watching this, intermittent fasting, drinking coffee on empty stomach all day (1,184 likes) | Omg when i drink coffee with nothing in my stomach my day is ruined (416 likes) | Damn usually first thing I put in my body is iced coffee (158 likes)",Yes,Holistic health coach is not a licensed or regulated title. Makes specific hormone and digestion claims without medical credentials. Monetizes via paid meal prep guide. No disclaimers. Same credential gap as the FDN-P and NLP Practitioner pattern seen in posts #55 and similar.
https://www.tiktok.com/t/ZTkFEJTcg/,#nutrition,@drjohnnyhadac,"Best weight loss tips  The best diet for weight loss isn't about restriction, it's about foundation. Start with protein, fiber, water, and real food. Cut down on processed foods, refined carbs, added sugars, and seed oils. #nutrition #food #weightlosscookbook #protein #doctor","I've been doing this 6 weeks and I'm down 22lbs (2,737 likes) | I like protein and fiber meals (70 likes) | High protein, low carbs (494 likes) | I was told by Doctors that too much protein ruins your kidneys (178 likes)",No,"Evidence-based nutrition advice: protein thermic effect, fiber, cutting processed foods  all backed by research. No supplements, no pseudoscience. Sells a cookbook (not a supplement). Handle and bio suggest legitimate medical training in progress."
https://www.tiktok.com/t/ZTkFKGVNy/,#dietitian,@stephgrassodietitian,Part 1 | How I established a healthy relationship with food. Why restrict your favorite foods when you can just add more nutrients?! Best of both worlds #dietitian #nutrition #healthyrelationshipwithfood #macncheese #healthtips,"Best I can do is 6 redbulls. (44.9K likes) | when I eat carbs I do NOT feel energized (35.9K likes) | Where is cold brew on this list (3,927 likes) | Most people don't realize it's not the carbs making them fat (1 like)",No,"MS, RD  verified, 2.1M followers. Promotes adding nutrients rather than restriction  anti-diet approach consistent with evidence-based dietitian practice. Cookbook published by Penguin Random House. One of the most credentialed accounts in this dataset."
https://www.tiktok.com/t/ZTkFEdtGQ/,#healthylifestyle,@dietitianwithtwins,My most successful clients have *THIS* in common! #healthylifestyle #consistency #healthgoals #weightlosstips #weightlossjourney #weightlosstipsforwomen #nutritiontips #nutritioncoaching #dietitiantips,Exactly! Small wins stack! (0 likes) | Consistency is the most important thing in ANY area of life (2 likes) | Show us your foods please (0 likes) | Consistency and resiliency  (0 likes) | Yes consistency is keeyyy (1 like),No,"MS, RD, LDN. 499.2K followers. Post is about client consistency and behavioral mindset  no false claims, no supplements. The 90-30-50 method is a structured framework promoted by a licensed dietitian. Sells coaching, not a supplement."
https://www.tiktok.com/t/ZTkFKvjt7/,#fyp,@fiberchina,"Fiber is essential for weight loss and health because it keeps you full longer, reduces calorie absorption, and stabilizes blood sugar to prevent cravings. It also supports digestion, promotes gut health, lowers cholesterol, and reduces the risk of heart disease! #fyp #weightloss #fiber #healthy",benefiber powder made me lose 10 pounds (201 likes) | Are you tracking your fiber intake? If so how much a day? (3 likes) | Spinach and banana smoothies with a bit of water! Does magic for me!! Constantly releasing (114 likes),No,"No credentials, but all claims are scientifically accurate: fiber satiety, blood sugar stabilization, cholesterol reduction, gut health are all established nutrition science. Sells food recipes, not supplements. Slightly clickbait-y framing but content is factually sound."
https://www.tiktok.com/t/ZTkFKgfnx/,#guthealing,@claire.elis,my gut is obsessed w these and so are my doctors #guthealing #digestion #constipation #guthealth,i love digestive enzymes! (17 likes) | what if the triphala isn't enough?  (24 likes) | I've had gut health issues for years and my doctor is not helping. In what order should I take these? (171 likes) | Taking too many supplements is not good for your kidney. (333 likes),Yes,"No credentials (bio: ""healing&stuff, home, beauty, fashion""). Recommends gut supplements citing ""doctors and yearsss of trial and error""  borrowed authority with no verification. Targets people with chronic digestive conditions. Top comment (333 likes) warns about kidney damage from over-supplementing. Comments show people using this as a substitute for actual medical care."
https://www.tiktok.com/t/ZTkFK3rP7/,#guthealth,@mariannas_pantry,5 realistic gut health tips that arent from an influencer getting paid thousands of dollars to tell you Bloom Greens powder healed their gut and cured their bloating. #guthealth #guthealthtiktok #guttok #digestion #stomachproblems,"1. Fiber intake 2. Prebiotic foods 3. Drink water 4. Daily movement 5. Keep stress low 6. Prioritize Sleep (9,043 likes) | Mangos are a really good source of fiber as well (402 likes) | Every time I try to increase fiber I blow up like a balloon (776 likes)",No,"MS Nutrition + CSCS. Explicitly calls out Bloom Greens powder by name as a scam. Tips are all evidence-based. No products, no supplements, no TikTok Shop. One of the strongest not-scam examples in the dataset  good anchor for the negative class."
https://www.tiktok.com/t/ZTkFEfHR3/,#wellness,@sian.duggan,good morning from me and my 100 beverages  #wellness #morningroutine #wellnesstips #seamoss #glutathione #wellnessjourney #wellnessinfluencer @Cymbiotika,What is elderberry tea good for? (6 likes) | THIS is my kind of content!!! (8 likes) | How can you drink this many things just in the morning (23 likes) | how do you make the elderberry tea (1 like),Yes,"UGC creator (""ugc & pr"" in bio) tagging @Cymbiotika  likely paid or gifted post with no Ad or Sponsored disclosure. Promotes alkaline water (body regulates pH regardless of diet), oral glutathione (minimal bioavailability vs IV), sea moss, ceremonial cacao. No credentials. Micro-influencer in a supplement brand pipeline."
https://www.tiktok.com/t/ZTkFE2gDr/,#dealsforyou,@kiaranaleman,Literally the lowest it's been and only through July 19th! @ehplabs is running more deals on their other supplements that you can find in my showcase  #dealsforyou #ehplabs #oxyshred #GymTok #Fitness #preworkout,$23 at Walmart girls! Do yalls research! (202 likes) | What if I go to the gym at night is it worth it (2 likes) | I loveeeee oxyshred (4 likes) | Wheres your top and bottom from? (1 like),Yes,"Same EHPlabs OxyShred as post #69, different affiliate. Reverse psychology hook (""I'm not buying Oxyshred idc..."") is FOMO manipulation. Artificial scarcity: ""lowest it's been, only through July 19th."" Bio lists Legion Supplements affiliate code  multi-brand supplement affiliate identity. No Sponsored label visible (less transparent than post #69). Top comment (202 likes) calls out the markup vs Walmart pricing."
https://www.tiktok.com/t/ZTkFEf9KD/,#wellnesstips,@rebeccaaleigh,"wellness, simplified. coming from a wellness girlie whos tried and done everything for almost 10 years now  #wellnesstips #deinfluencing","please make more of these! (1 like) | these things are BONUSES but dont feel the pressure that you neeed any of them! (21 likes, Creator) | i PREACH to my friends not to take supplements and vitamins without blood tests (8 likes) | Ahhh doing the lords work (2 likes)",No,"Explicit de-influencing content (#deinfluencing). Creator's own comment says supplements are ""bonuses"" not necessities. No products, no TikTok Shop, no supplement recommendations. Active pushback against supplement culture. Comment section encourages blood tests before supplementing. Strong not-scam example."
https://www.tiktok.com/t/ZTkFEkFEX/,#coughremedy,@thewellnesspharm,"Part 2 | This ancient remedy works like natural Mucinex- it thins mucus, calms throat irritation, and helps with chest relief for under $2. Onion cough tea:  red onion, ginger, water, manuka honey. Sip warm, twice daily only when sick. #coughremedy #holistichealth #pharmacist #coldandfluseason","The taste is horrible (16 likes) | The truth is that it helps a lot with colds, bronchitis, and most of all coughs (53 likes) | It does work. I swear it helped my cough!!!! (2 likes) | Trying this ASAP for my husband (0 likes)",No,"PharmD credential. Remedy has partial evidence basis  honey is WHO-recognized as a cough suppressant, ginger is anti-inflammatory. Responsible framing (""only when sick,"" ""twice daily max""). Profile includes anti-scam content. Minor concern: ""natural Mucinex"" analogy is an overclaim, but core content is grounded."
https://www.tiktok.com/t/ZTkFER5EC/,#garlichoney,@thebalanceroutine,"Garlic honey remedy: allicin fights parasites, candida, SIBO, bad gut bacteria. Raw honey prebiotic, anti-inflammatory. Claims: flatten bloating, stabilize blood sugar, repair gut lining, fire up fat-burning. Big pharma won't tell you this. #garlichoney #guthealthremedy #koreanmedicine #realfoodreset",How do I eat it tho? (11 likes) | now give me a remedy for clogged and irritated sinuses please! (592 likes) | every time I ate garlic it gave me a massive migraine/headache (26 likes) | Why is the honey so watery (36 likes),Yes,"Big pharma won't tell you this  fear-based anti-establishment framing. Claims garlic honey treats SIBO, parasites, and candida  medical condition claims without credentials. ""Cert. Health Coach"" is not a licensed credential. Some allicin research exists but specific claims (SIBO treatment, fat-burning) go well beyond the evidence."
https://www.tiktok.com/t/ZTkFELF3P/,#hairlosssolutions,@thewellnesspharm,"Nettle tea is one of my favorite beauty hacks. Rich in minerals, supports your cycle, used for centuries for hair, skin, nail health. Iron deficient  use with iron supplement. #hairlosssolutions #nettleteabenefits #herbalremedies","Don't drink it at nighttime or you'll be up all night. It's also natures red bull. (2,329 likes) | Nettle tea tastes so bad sorry (200 likes) | Please be careful with nettle, since it used to help blood coagulation, and if one is prone to thromb formation there may be trouble (164 likes)",Yes,"Same creator as post #82 (pharmacist). This post crosses into scam territory: ""THIS ANCIENT TEA HELPS"" for hair thinning is a direct efficacy claim with very limited clinical evidence for nettle tea. ""Recommend to all women as a pharmacist"" without individual assessment is outside normal professional scope. Top comment (164 likes) warns about blood coagulation risk  creator doesn't address it. Contrast with the responsible framing in post #82."
https://www.tiktok.com/t/ZTkFEadG8/,#pcos,@freddie.1111,"Benefits of turmeric for women: menstrual health, hormonal balance, bone health. Disclaimer included: ""not a substitute for medical advice, consult healthcare professional."" #pcos #menopausesupport #supplementsforwomen #turmericbenefits #bestturmericsupplement #vital500supplements #holistichealth","Do you know if it's true that turmeric lowers iron? (10 likes) | Toomayric?? Tur ma rik (13 likes) | made me a ginger, turmeric, lemon, lime, pineapple & green tea smoothie (33 likes)",Yes,"Promotional content label visible  paid promo for @vital500. #bestturmericsupplement = direct product push. ""Certified Nutrition Coach"" is not a licensed credential. Bio identifies as a business account for Vital500. Profile contains liver detox pseudoscience content. Good disclaimer present but undermined by the paid promo nature."
https://www.tiktok.com/t/ZTkFENecY/,#castoroil,@tabrestored_,"As a holistic practitioner whose body healed from multiple chronic illnesses, castor oil pack is an ancient remedy I swear by. Quality matters  which is why I created my own brand @BeautifullyBalancedWellness. BOGO sale this week only.",Love this  (0 likes) | Oooo I love this so much! Also where did you get your pants?! (0 likes),Yes,"Holistic practitioner is not a licensed credential. Claims castor oil ""goes deep into the cells to help support detox""  pseudoscientific. Sells own brand product (conflict of interest). Profile contains dangerous medical misinformation: posts claiming 98% of breast cancer patients had root canal-treated teeth, a discredited claim from a fringe source. No credentials, no disclaimers."
https://www.tiktok.com/t/ZTkFEPXyD/,#cleannutra,@lamienab,"When you tell your doctor you got a natural way to lower your A1C, #cleannutra #cleannutranewarrivals","My Dad did it with simply diet and exercise and when he went back to the doctor, they acted like they were mad at him for lowering it without their medicine (18 likes) | how much are we supposed to take (0 likes) | I'm going to order this product today for my A1C (3 likes)",Yes,"Doctors don't want you to know this!!! framing. Claims supplement lowers A1C  a serious medical claim targeting diabetic patients. TikTok Shop affiliate (""LOW STOCK"" urgency). Comments show people buying this to manage actual A1C levels. Dangerous for a diabetic population that may reduce or delay actual medical care. No credentials, no disclaimers."
